tweet_id,thread_id,position,thread_context,message_text,human_intent,human_difficulty,human_escalate,notes
1074052,1074052,opener,,is there a way to report when songs are put under the wrong artist? Because this isn't El-P I'm listening too.,,,,
52333,52333,opener,,WHY IS BTOB's COMPLETE AND I MEAN ALBUMS REMOVED ON SPOTIFY????,,,,
2041416,2041416,opener,,"Hello, I need your help, I have a Spotify Family Premium, but my children can not connect, although they are living at the same address.",,,,
2071118,2071118,opener,,Hi @115888 have an invite pending to my family plan but the person isn’t getting an email invite. Help?,,,,
2963360,2963360,opener,,"Hi pls can you r ply to my DM re the family premium account issue, thanks",,,,
826518,826518,opener,,"Activated a Family account this morning (__email__) - 3 members invited, 1 OK, the other not receiving the invitation.",,,,
653091,653091,opener,,"Why can't I join the a Premium-family-group when everything is in order? The form that I have to fill out just says ""3 - Ops, something went wrong. Try again"". And ive tried alot of times :/",,,,
2219855,2219855,opener,,Hey @115888 How come you have no #blackfriday or #CyberMonday discounts... For instance on family premium packages?,,,,
1792985,1792985,opener,,help help help i need help with my account.... my family plan heeeeeeeeeeeeelp!!!,,,,
1366564,1366564,opener,,please allow users to filter explicit content. Spirit is great but it's not child or family friendly,,,,
2020339,2020339,opener,,"Good afternoon. I made payment for family premium accounts, but did not update account status. Iphone 6, iOS 10.2.1.",,,,
83647,83647,opener,,"Hi spotify, I am having trouble using the Family membership feature. One of the members does not appear to be getting invites even although they have had an account for several years previously. Can you help?",,,,
2073150,2073150,opener,,Why @115888 is not available in our country????,,,,
450856,450856,opener,,oh yea why not direct them to a link to waste their time :D . I CAN NOT change my change my location .,,,,
1697994,1697994,opener,,- I have set my Android device to store all downloads on my SD card with 25gb of space yet when checking my device's storage the downloads are being stored there instead. I've cleared data and cache and verified the setting for the storage location.,,,,
1935420,1935420,opener,,Okay but when are we getting @115888 in our country? It's honestly just rude at this point,,,,
2653178,2653178,opener,,I have moved from the UK to the USA and want to take advantage of Hulu offer. Changed payment method to US card but it won't recognize the country change to give me Hulu. How do I solve this?,,,,
2429657,2429657,opener,,help! My account won’t let me log in and keeps coming up with a message saying “you can only use Spotify abroad for 14 days” I immigrated 2 months ago! Only just got this message...😩,,,,
821808,821808,opener,,how do I disable the videos on the playlist. I want 2listen 2the songs &amp; my playlist stops Bc the country can’t play the vid,,,,
563524,563524,opener,,"hello, i live in Uk, i got premium of your app guys and it doesnt let me log in in my spanish ps4 saying i been 14 days abroad... with premium you can listen your music everywhere no?",,,,
1571912,1571912,opener,,Help! I can't login to my account. Says I can only use it abroad for 14 days... but I will be staying here for a year.,,,,
2614439,2614439,opener,,Btw my account is U.S. based but I am always overseas using vpn. Should I change my country?,,,,
152238,152238,opener,,the way you guys keep putting my music on otherr profiles is annoying now!,,,,
1819052,1819052,opener,,If I’m forced to listen to any more of these trash german rappers I’m gonna kill myself,,,,
688074,688074,opener,,uh yea can u let me change my username pls ?? terrible mistake i made back then,,,,
2133710,2133710,opener,,I hate the fact that @115888 does not have @55648 music anymore 😭😭 JULION GET YOUR SHIT TOGETHER!!,,,,
2580743,2580743,opener,,ugh everytime i get a snapchat notification it stops my spotify music its so annoying,,,,
1655983,1655983,opener,,"Please help @SpotifyCares, it's really annoying.",,,,
777635,777635,opener,,Yo @115888 why did you put my song list in alphabetical order!!!!!????? I hate it 😖,,,,
289763,289763,opener,,I absolutely hate @115888,,,,
2712669,2712669,opener,,got the worst customer service,,,,
1866044,1866044,opener,,"my discover weekly playlist suck, what up?",,,,
1982799,1982799,opener,,WHEN IS CRAZY SEXY COOL GOING TO BE ON SPOTIFY @SpotifyCares @3401 THIS IS NOT A DRILL I NEED THIS,,,,
1450672,1450672,opener,,I appreciate you @115888 @125633 🙏🏼🙏🏼🙏🏼,,,,
2404007,2404007,opener,,I remember you had a playlist for 'classical music for the office' or 'Office Classical Music' (something like that). I can't seem to find it now. Any chance you could send me a link? Thank you.,,,,
2032691,2032691,opener,,this is crazy thank you!! Desire on Spotify &amp; Chill ✌️,,,,
1197264,1197264,opener,,.@SpotifyCares hi can u guys make this available to stream i need it for science and a good time thanks luv u,,,,
1233751,1233751,opener,,Hey @115888 how about you stop suggesting Rihanna in my Metal playlist. Thanks.,,,,
708309,708309,opener,,"if you could add the ‘hold a song to hear a snippet’ on mobile back that’d be great 👍🏽. Either way, ily",,,,
660580,660580,opener,,"Hey there @115888 // @SpotifyCares ! Can someone be sure to add P.O.V by dvsn to the next ""Are &amp; Be"" playlist please? I think it will fit the vibe y'all are looking for just as well as ""Mood"" does. Thanks!",,,,
1283276,1283276,opener,,Thank you!,,,,
1339549,1339549,opener,,Great support from @SpotifyCares really top-notch customer care!,,,,
2230792,2230792,opener,,Still not fixed the sharing function on androids/Pixels 🙃 @SpotifyCares,,,,
2912453,2912453,opener,,getting a 504 gateway timeout. reports others are too.,,,,
453472,453472,opener,,so my account is hacked into again. This is the 3rd time in the past 6 months and I've changed my password several times. Can you please help fix this. I don't want to keep paying for premium if someone else keeps hacking into my account,,,,
38936,38936,opener,,Some idiot hacked my Spotify account and changed my email. Best believe I'm getting it back,,,,
1643548,1643548,opener,,hi! Is there a way to get a notification whenever new songs/albums are released of the artists you follow?,,,,
1888717,1888717,opener,,Still no trace of @46572's first album #SomethingWild 😢It's already 20 years old and is the only one missing!,,,,
2121301,2121301,opener,,"This is a bad ad @115888. Also, 'featuring' is basically invisible.",,,,
2057498,2057498,opener,,hey you want to tell me why you guys keep changing my membership to full price when I'm still paying full price for school?,,,,
654666,654666,opener,,"Hi @SpotifyCares, I want to change the date that money leaves my account for premium, is this possible or do I have to cancel and renew again??",,,,
2272757,2272757,opener,,I tapped on album artwork and now I can’t get back ... iPhone X problems ... please fix / update the app soon #HadToCloseTheApp,,,,
2057799,2057799,opener,,Can we please have all Daddy Yankee songs from 2002 onwards bc I cba with just all this weird Zumba stuff :),,,,
1789498,1789498,opener,,"HELP! I forgot password, so reset email has been sent and it isn't too my usual email. HOW DO I FIND OUT WHICH EMAIL I USED?",,,,
1247568,1247568,opener,,I have a very important request to make. UPLOAD GOT7'S SONGS IN THE U.S. SO iGOT7S CAN HEAR OUR BOYS. PLEASE &amp; THANK YOU.,,,,
1484878,1484878,opener,,hey guys I need a help. can u tell me why appears “something went wrong” when I put the familiar code in the user adriananery1,,,,
1313511,1313511,opener,,I having troubles again with #spotify. It seems i cannot even go out of the country because now i have to change all settings??,,,,
1544655,1544655,opener,,All my personal playlists are gone. HELP!?,,,,
162242,162242,opener,,I’ve noticed that shuffle hasn’t been working for me lately. It will start on a random song but then just continue through the playlist normally. Any reason?,,,,
1578388,1578388,opener,,"is starting to piss me off, why isn't there an option to edit aka cancel your account on the app 😡",,,,
2580751,2580751,opener,,"isn't it about time you increased the ridiculous 3,333 song limit, its 2017 ffs.",,,,
2259566,2259566,opener,,spotify isn't allowing me to upgrade to the student discount 💁🏽‍♀️,,,,
2239734,2239734,opener,,I swap to @115888 Premium and all of a sudden my Spotify doesn’t work 😩🤦🏽‍♀️,,,,
755225,755225,opener,,"Excuse me, @115888 , why don’t you have a sleep timer. Pls. It’s all I need in life.",,,,
683695,683695,opener,,I have a paid subscription but i am no longer able to access my account. I have already been charged as well so it's not billing.,,,,
1983446,1983446,opener,,you were supposed to cancel my subscription yet you are still charging my account! No phone number to call DM immediately,,,,
622999,622999,opener,,"Hey I work at starbucks, but for some reason I cant get my free spotify premium, it always gives me an error",,,,
1766587,1766587,opener,,having trouble with my premium + Hulu subscription - sent you a DM. Please help!,,,,
1901676,1901676,opener,,"Love when @115888 deletes all my downloaded tracks...time to download all 1,500 again 😣",,,,
2527187,2527187,opener,,".@115888 if you do not do something about this 10,000 song limit I️ will have to leave you for @115948",,,,
376884,376884,opener,,"seems like my spotify account has been hacked, I cant login with facebook since yesterday. Can you help me retrieve it please?",,,,
2021242,2021242,opener,,Hey @115888 how do I improve what songs you give me in my discover because there dislike button is gone and I rarely find songs I like,,,,
1867188,1867188,opener,,Question about how to update my address in my profile. LMK if you can help.,,,,
762617,762617,opener,,"can you make Spotify worldwide, a lot of us wants to use it but it's not available in our country",,,,
1793563,1793563,opener,,there should be feature where I pick a song and it automatically makes a playlist of similar songs from my library,,,,
2272752,2272752,opener,,"looks like you updated the app recently and because mine was set to offline mode it wants me to set it to online but how to do it without loging on, oxymoron! old problem, commonnfix it for your paying users!",,,,
1487930,1487930,opener,,are you free lol ?,,,,
2747487,2747487,opener,,"I just got the student premium and paid for it, but it hasn't updated and no invoice is on my account!!! why isn't it working",,,,
232227,232227,opener,,"I renewed my premium, still can't use the features. Help a gal out?",,,,
2036944,2036944,opener,,Why is my Hulu account not authorizing? @SpotifyCares,,,,
1302074,1302074,opener,,"im having a issue with the mobile app, can you pls dm me ?",,,,
1970432,1970432,opener,,"I still had an issue, I just can’t restore my premium account and offline music from recovery playlist",,,,
1002351,1002354,follow_up,"Customer: hi mijn account is laatst uitgeschakeld dit komt door een per ongeluk vordering van de betaling. email: __email__
Agent: Hi there! We can help out in English via Twitter, but we also have Dutch support via email over at /WW",My spotify account is down because I reply mine purchase but this was a repil. Can you check this,,,,
340037,340038,follow_up,"Customer: pull up with zhang yixings new album 🙂🙂
Agent: Hey there! Could you let us know what country your Spotify account is set to? We'll take a look backstage /TB",united states 🇺🇸,,,,
2239746,2239753,follow_up,"Customer: Nadchodzi #NewMusicFridayPolska!
Customer: Well, why Reputation album from Taylor swift isn't available? Im so sad. I waited few months to premiere
Agent: 1: Sorry to hear you feel that way. We can confirm that Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned!
Agent: 2: For now, check out the singles: Let us know if there's anything else /LP
Customer: I didn't see nothing from reputation
Customer: Will reputation be available? I hope yes.
Customer: Sorry i saw 4 songs. But im looking for full album :(",It is excluded available album?,,,,
2410579,2410580,follow_up,"Customer: Once I️ loved you, but now it’s every day with this shit. Wtf Spotify. @115888 @SpotifyCares
Agent: Hey there! Don't worry, we've already passed on your feedback about the 10k limit to the relevant team /PB","Please tell them to hurry, at this point I am actively looking for other ways to get my music.",,,,
8241,8225,follow_up,"Customer: All clear! Everything’s looking good again. Enjoy the tunes.
Customer: Umm I can’t even log in
Customer: ""All clear! Everything’s looking good again. Enjoy the tunes."" Nope! Nothing is looking good and I dont enjoy the premium tunes.
Agent: Hey there! Could you DM us your account's username and email address? We'll see what we can suggest /DF
Agent: Hi Ali! What's happening exactly? Can you DM us your account's username or email address? We'll take a look backstage /MC
Customer: I can't log in on mobile app. When I do, screen becomes dark and that's it. No screen whatsoever. Please tell me what to do.
Agent: Hey Arjan! Help's here. Does closing the app and restarting your device help at all? We'll be waiting for your reply /MG
Customer: Is there any login problem with spotify? My account suddenly logout and when I try to login always bavk to login page. Need help.
Agent: Hey Adrian, help's here! Can you DM us your account's email address or username? We'll see what we can suggest /RH
Customer: It doesn't. Still the same. App says I'm off line. Which isn't true. Wifi and mobile data working. Must log in, then nothing.
Agent: Can you try the steps here for us: Let us know how it goes /MG
Customer: I contacted Hulu and they said the problem was on your end
Agent: Hey Erica, we'd love to help! Can you DM us your account's username or email address? We'll take a look backstage /JP
Customer: My voucher is activatet but i don't get premium??? I Need help Please!!!!
Agent: Hey Mike, help's here! Can you DM us your account's email address? We'll check backstage /MO
Customer: my payment won't be accepted
Agent: Hey Francella! Can you DM us your account's email address or username? We'll take a look /NS
Customer: You took my money and i still don't have premium ?
Agent: Hey! Can you fire over your account's email address or username via DM? We'll take a look backstage /RC
Customer: Hey, I payed but I still don't have premium?
Agent: That's odd! Can you DM us your account's email address and username? We'll take a look backstage /KL
Customer: Why does my spotify only have the shuffle option when im paying for premium?
Agent: Hey Cory, help's here! Can you DM us your account's username or email address? We'll take a look backstage /PL
Customer: i cant log in through facebook and everything is good on facebook send
Agent: Hey Shyla, we're here to help! Could you DM us your account's email address? We'll take a look backstage for you /BX
Customer: No it’s not ok all my songs are gone and my family accounts were all switched to free I had to reinvite them to get back to premium
Agent: Hi Eddie! We've just sent you a bit more info over DM. We'll carry on helping out there /JQ","Hey, I have the spotify and hulu student account, but it seems as though my account was charged $10 and I don't have access to hulu.",,,,
2641131,2641133,follow_up,"Customer: Lol there's some random spanish music album from the 70's linked on your spotify not sure why but just thought I'd let you know lol
Customer: I have no idea how Spotify is working , I guess it's because there's another artist called ivory and they put all the shit together That's why I ask everyone to put my name in CAPS , I don't even know if this can change something",can probably provide support for your artist account,,,,
1280805,1280803,follow_up,"Customer: DO SOMETHING ABOUT IT! GOSH HOW MANY TIMES ARE YOU LETTING SELENA GETTING SABOTAGED AGAIN
Agent: Hey there! Can you give us more info on what's happening exactly? We'd love to help /NG
Customer: the song can't be played because it's not selena gomez. it was sabotaged. fix this
Agent: Thanks. Can you send us the Song Link with error? Just tap the three dots &gt; Share &gt; Copy Link. We'll check things out /NG",i don't have the link but this is the problems that some people are facing,,,,
2752821,2752822,follow_up,"Customer: Whenever I use your app, the amount of memory it takes up grows exponentially. It starts at about 195 MB, after a half hour it's up to about 400 MB. It does this on both my phone and tablet.
Agent: Hey Dave, help's here! Can you let us know what devices, operating systems, and Spotify versions you're using? We'll see what we can suggest /CH","My phone is a Huawei Y538 running Android 5.1.1, and Spotify version 8.4.28.875 armV7. Won't have the tablet info until I get home.",,,,
934500,934502,follow_up,"Customer: Today I learned that there's a limit to how many songs you can have in your collection on @115888. And I just hit it. 😡 What the heck?
Customer: This pretty much makes the service useless. I'm not going to delete music from my collection just so I can add new stuff.
Agent: Hi William. We hear you! We’d love to see your vote, and hear your feedback on this idea: /JU
Customer: Thanks, I already did. But without increasing this limit, it'll be very hard to use your service. I'm honestly considering cancelling.
Customer: Also, can you please elaborate on what you mean when you say that the current limit makes it great for 99% of users instead of ok for 100%?
Customer: How does increasing the max number of songs in your collection degrade the experience for 99% of users? Wouldn't it only help the last 1%?
Agent: 1: We understand your frustration. We've set a limit on some things to ensure a better experience with the different features of the...
Agent: 2: app. We appreciate you bringing this up and we'll make sure that it reaches the right team /JU
Customer: Never had issues with Groove. If Spotify is going to take on Groove's users, the features should be at parity. I have thousands of cds...",Thank you. This is very painful for your biggest users.,,,,
1956023,1956025,follow_up,"Customer: I just want you to know that my Discover Weekly doesn’t represent me at all... it totally sucks...
Agent: Hey there, we appreciate your feedback. Don't worry, just continue listening to the music you like. It just gets better /GK",I’ve been listening to the music I like for years and it gets even worst... 😑,,,,
2360613,2360617,follow_up,"Customer: I can't find the controls on my iPhone anymore. No search, no library. What to do.
Agent: Hey Simon! What iOS and Spotify version are you using? We'll see what we can suggest /BH
Customer: I'm using 8.4.26 on iOS 11. Not sure though as no menu is available in the app
Agent: Alright! Let's restarting your device by holding Home + Lock for 10 seconds. Does that help? /BH",That fixed it. Thanks. Still strange,,,,
932754,932751,follow_up,"Customer: tolong dibantu saya tidak bisa log in ke akun saya auliafarefa. Sudah pake fitur lupa password tapi email tidak masuk
Agent: Hey Aulia! We can help out in English via Twitter, but we also have Indonesian support via email at /JN
Customer: I can't log in on my account after I do clear data on my Spotify. My account auliafarefa . Email __email__
Customer: I did ""Forgot Password"" but it said Spotify doesn't know my email
Agent: We'd suggest deleting your tweet with your email address and username for security. Can you send it through DM? /JN",Oh okay. Thank you,,,,
142178,142179,follow_up,"Customer: I hope you can help! I've updated my payment details and I won't let me into the app? Spotify is life so please help 😎😜!also the link it sent me to sort it out is in German which unfortunately I can not speak unless I'm 9 gins in
Agent: Hi Laura! Don't worry, we'll get to the bottom of this. Could you send us a DM with your account's email address? We'll take a look backstage /DR",I've private messaged you because I've been charged twice ? Spotify I love you but you're killing me 🙄,,,,
728398,728404,follow_up,"Customer: I'm having a lot of issues. Spotify will start playing then stop and start playing again. How can I fix this #frustrated
Agent: Hey Michael, we understand how you feel about it. What device, operating system, and Spotify version is this happening on? /AY
Customer: I'm using iPhone 7 and have the latest version installed
Agent: Thanks. Does logging out &gt; restarting your device by holding the Sleep/Wake + Volume Down buttons for 10 seconds &gt; logging in help? /AY
Customer: How come my account has been paused? I’m the only one using Spotify. Only music I’ve been listening to has been played Why does this appear?
Agent: Hey Michael, help's here! Can you DM us your account's email address? We'll check backstage /GK
Customer: My Spotify keeps logging out and I can’t play music from my lock screen. How come? iPhone 7 and updated
Agent: Hey! Could you let us know the iOS and Spotify versions you're running? We'll see what we can suggest /RC
Customer: Spotify keeps stopping and starting. Songs won’t play through the home screen. Can I have a refund for premium? #veryfrustrated !
Agent: Hi Michael, help's arrived! We have some info we'd like to share with you via DM. Let's carry on chatting there /DV",I’m running the latest version of iOS,,,,
1235250,1235251,follow_up,"Customer: I am CONVINCED @115888 doesn't care abt its users' security, and it's got me rethinking shelling out so much for premium every month. 👎🏾🗣","Why is it that when SO MANY USERS report their accts being hacked, they point to the same useless help thread?",,,,
808331,808327,follow_up,"Customer: this happen to often man, what's wrong with desktop app? Didn't auto update should make better instead shitty like this
Agent: That's not cool! Can you send us the Song Link? Just tap the three dots &gt; Share &gt; Copy Link /KL
Agent: Thanks! Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /KL
Customer: yep, but iys haooen too often
Agent: Is this happening to this album alone? Could you check other tracks/albums as well? We'll wait for your reply /JP","yeah, especially catalog from 70/80/90s",,,,
1231500,1231498,follow_up,"Customer: heya, do you know how long it will take to link my music to my artist profile? I sent an email on 19.10 with the correct links
Agent: Hi, help's here! Can you give us more info on this? We'll see what we can suggest /DV
Customer: Awesome :) I’d like to link my ep to my profile (in screengrab)
Customer: And also this one
Agent: Got it. We’d recommend reaching out to your distributor. They'll work with our team to make sure your artist page gets fixed up /DV",Thank you. I’ve dropped @159550 an email 🤞🏾,,,,
1752914,1752927,follow_up,"Customer: half my music won't play! Trying to listen to Grimes but nothing happens when I tap, same with Florence, Hozier playing fine
Agent: Hey Tom, help's here! Does an error code appear when you try to play their music? Keep us posted 🙂 /CG
Customer: None the only thing that happens is any music stops playing
Agent: We see. Does logging out &gt; restarting the device &gt; logging back in help? Let us know 🙂 /CG
Customer: Force closing the app hasn't helped, I'll reboot shortly
Agent: Sounds good. Be sure to keep us posted on how the restart goes. We'll be here 🙂 /CG
Customer: device reboot didn't help :(
Customer: uninstalled spotify and reinstalled it, no luck, works on my Mac, not on my iPhone :/
Agent: Hmm, that's odd. Could you let us know if this is happening while connected to WiFi, 3G/4G or both? We’ll be waiting /CG
Customer: issue happens regardless of connection, another device on same network does not have the problem
Customer: issue appears to depend on the artist, Florence and the Machine has the problem, whereas bat for lashes is working fine
Customer: if it helps, I first noticed this today while in Ireland, since then I've flown home to the UK, but the problem persists
Customer: tested on 3G, 4G and Gigabit wifi ( 50Mbps fibre connection )",works fine on MacOS on the same network,,,,
1175706,1175723,follow_up,Customer: can't login to my account...keeps saying I'm offline and to go online to connect. On Android 8.0. Used this week no problem,"Says ""You are currently set to offline. Please go online to connect to Spotify""",,,,
2769151,115277,follow_up,"Customer: 3 months of Premium is just $0.99. Play music offline wherever you go.
Customer: Missing the word ""first"" from your misleading ad, mah dudes
Agent: Hi Nica, thanks for the feedback. We'll pass it on to the team. Anything else, let us know /NY
Customer: except between your kitchen and your dining room if you're using multiple amazon devices
Agent: Hey Andy! We're afraid we don't have any info to share on this, but we appreciate your feedback. We'll be sure to pass it on to the right folks. Let us know if you have any other questions /JN",Could you please copy me in on any correspondence. It would be interesting to get a reply to a question many of your customers have been asking for months without adequate response. Thanks.,,,,
2538272,2538273,follow_up,"Customer: When you get access to Spotify for Artists, you’re automatically verified on Spotify and you get that little blue check mark. Do you have yours yet?",Yes. I promote the heck out of my Spotify page on all my social platforms and have brought many of my fans to your service. Even made thousands of promo cards and passed them out to strangers. It would be nice if Spotify cared enough to consider me for one of their playlist.,,,,
86397,86399,follow_up,"Customer: feeling depleted after trying to offer you my monthly subscription uptake. Make it easier for the Samsung lovers turned apple user for work purposes. Note: I could be just bad at tech flow but this support donation I have for you, ain’t working at my end!
Agent: Hey there! We'd love to help. Can you let us know what's happening exactly? /RC",Fantastic response timeframe! Many suns ago I had a Spotify account. I got an apple device for work and am back to establish a Spotify monthly subscription and it’s difficult.,,,,
985876,985882,follow_up,"Customer: your android app doesn't seem to like android auto. I say ok google and then what I want played but nothing happens???
Customer: I've tried clean instal. Ive tried restarting. Nothing works yet.
Agent: Hi, help's here! Can you let us know your car's make &amp; model? Can you also send us the exact Android &amp; Spotify versions you're using? /DD
Customer: Hi, it's a vauxhall astra it has android auto &amp; that all works fine. Android 8.0.0 Spotify 8.4.24.871 armV7. Is this a known issue?
Agent: Thanks for the info. Are you getting any error messages? If so, a screenshot of it will be handy. We'll take a look /NY
Customer: No none at all. In android auto you say okay Google. It activates you say something it says it back and then does it. With Spotify as my...
Customer: ...streaming service the dots pop up to say it's listening but then vanish with no action taken. Other streaming services work fine.
Agent: Does restarting your device help at all? When did you notice this started happening? /AP","Well, I was with Google music which worked fine. I then switched to you and it didn't work. So I think your app doesn't like android auto.",,,,
2967106,2967107,follow_up,Customer: How @115888 got a playlist entitled Acid Rap but not ONE song off that album is on here 😒,I am so upset.,,,,
